'schluessel','lfdnr','baumnr','ortsteil','plz','strasse','hausnr','xkoord','ykoord','l_geogr','b_geogr','bsgroesse','baumartbot','baumartdt','buegel','buegelerf','bsmulch','bssplitt','bserw','bsfraesen','material','bemerk','status','id','version','pflanzp','spendenstatus','reserviert_bis'
'0513H056','56','95','Wilhelmstadt','13593','Wilhelmstraße','49','9596','21067',13.177553869000000000,52.515858547000000000,'','Tilia cord. \"Rancho\"','Winterlinde Rancho','nein','ja','','','','','',NULL,NULL,5164,0,3,NULL,NULL
'0513H057','57','96','Wilhelmstadt','13593','Wilhelmstraße','50','9586','21054',13.177407757000000000,52.515741166000000000,'','Tilia cord. \"Rancho\"','Winterlinde Rancho','nein','ja','','','','','',NULL,NULL,5165,0,3,NULL,NULL
'0513H058','58','134','Wilhelmstadt','13593','Wilhelmstraße','69','9340','20756',13.173811629000000000,52.513049442000000000,'','Tilia cord. \"Rancho\"','Winterlinde Rancho','nein','ja','','','','','',NULL,NULL,5166,0,3,NULL,NULL
'0513H059','59','145','Wilhelmstadt','13593','Wilhelmstraße','74','9274','20670',13.172847448000000000,52.512272897000000000,'','Tilia cord. \"Rancho\"','Winterlinde Rancho','nein','ja','','','','','',NULL,NULL,5167,0,3,NULL,NULL
'0513H060','60','156','Wilhelmstadt','13593','Wilhelmstraße','77','9229','20613',13.172189920000000000,52.511758135000000000,'','Tilia cord. \"Rancho\"','Winterlinde Rancho','nein','ja','','','','','',NULL,NULL,5168,0,3,NULL,NULL
'0513H061','61','161','Wilhelmstadt','13593','Wilhelmstraße','79','9204','20574',13.171825314000000000,52.511406255000000000,'','Tilia cord. \"Rancho\"','Winterlinde Rancho','nein','ja','','','','','',NULL,NULL,5169,0,3,NULL,NULL
'0513H062','62','162','Wilhelmstadt','13593','Wilhelmstraße','79','9197','20566',13.171722954000000000,52.511333969000000000,'','Tilia cord. \"Rancho\"','Winterlinde Rancho','nein','ja','','','','','',NULL,NULL,5170,0,3,NULL,NULL
'0513H063','63','4','Spandau','13585','Askanierring','17','10900','23994',13.196505408000000000,52.542232767000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5171,0,3,'GESPENDET',NULL
'0513H064','64','5','Spandau','13585','Askanierring','17','10897','24005',13.196460225000000000,52.542331456000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5172,0,3,'GESPENDET',NULL
'0513H065','65','261','Spandau','13585','Askanierring','ggü. 24','10796','24230',13.194951731000000000,52.544347950000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5173,0,3,'GESPENDET',NULL
'0513H066','66','266','Spandau','13585','Askanierring','ggü. 24','10813','24183',13.195206450000000000,52.543926509000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5174,0,3,'GESPENDET',NULL
'0513H067','67','279','Spandau','13585','Askanierring','42','10867','24040',13.196014970000000000,52.542644368000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5175,0,3,'GESPENDET',NULL
'0513H068','68','286','Spandau','13585','Askanierring','42','10890','23977',13.196359510000000000,52.542079465000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5176,0,3,'GESPENDET',NULL
'0513H069','69','287','Spandau','13585','Askanierring','42','10893','23967',13.196404606000000000,52.541989763000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5177,0,3,'GESPENDET',NULL
'0513H070','70','16','Falk. Feld','13589','Stadtrandstraße','ggü. 511','8042','25411',13.154244267000000000,52.554805714000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','','','',NULL,NULL,5178,0,3,NULL,NULL
'0513H071','71','18','Falk. Feld','13589','Stadtrandstraße','ggü. 511','8048','25431',13.154330798000000000,52.554985791000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','','','',NULL,NULL,5179,0,3,NULL,NULL
'0513H072','72','24','Falk. Feld','13589','Stadtrandstraße','516','8077','25503',13.154751416000000000,52.555634503000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','','','',NULL,NULL,5180,0,3,NULL,NULL
'0513H073','73','26','Falk. Feld','13589','Stadtrandstraße','518','8077','25528',13.154749006000000000,52.555859158000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','','','',NULL,NULL,5181,0,3,NULL,NULL
'0513H074','74','28','Falk. Feld','13589','Stadtrandstraße','520','8084','25547',13.154850381000000000,52.556030308000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','','','',NULL,NULL,5182,0,3,NULL,NULL
'0513H075','75','36','Falk. Feld','13589','Stadtrandstraße','534','8125','25678',13.155442266000000000,52.557209908000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','','','',NULL,NULL,5183,0,3,NULL,NULL
'0513H076','76','43','Falk. Feld','13589','Stadtrandstraße','544','8161','25770',13.155964209000000000,52.558038750000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','','','',NULL,NULL,5184,0,3,NULL,NULL
'0513H077','77','47','Falk. Feld','13589','Stadtrandstraße','546','8171','25803',13.156108482000000000,52.558335881000000000,'3','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','','','',NULL,NULL,5185,0,3,NULL,NULL
'0513H078','78','5','Spandau','13581','Borkumer Straße','2','10913','22882',13.196794604000000000,52.532240709000000000,'2','Corylus colurna','Türkische Hasel','nein','','ja','','ja','','',NULL,NULL,5186,0,3,'GESPENDET',NULL
'0513H079','79','6','Spandau','13581','Borkumer Straße','2','10905','22885',13.196676454000000000,52.532267240000000000,'2','Corylus colurna','Türkische Hasel','nein','','ja','','','','',NULL,NULL,5187,0,3,'GESPENDET',NULL
'0513H080','80','7','Spandau','13581','Borkumer Straße','3','10900','22887',13.196602599000000000,52.532284945000000000,'2','Corylus colurna','Türkische Hasel','nein','','ja','','','','',NULL,NULL,5188,0,3,'GESPENDET',NULL
'0513H081','81','12','Spandau','13581','Borkumer Straße','4','10861','22900',13.196026758000000000,52.532399678000000000,'2','Corylus colurna','Türkische Hasel','nein','','ja','','ja','','',NULL,NULL,5189,0,3,NULL,NULL
'0513H082','82','17','Spandau','13581','Borkumer Straße','6','10819','22915',13.195406530000000000,52.532532220000000000,'2','Corylus colurna','Türkische Hasel','nein','','ja','','ja','','',NULL,NULL,5190,0,3,NULL,NULL
'0513H083','83','1','Haselhorst','13599','Burscheider Weg','60','13357,248','24099,747',13.232714886000000000,52.543309104000000000,'3','Tilia cord. \"Greenspire\"','Stadtlinde','nein','','ja','','','','',NULL,NULL,5191,0,3,NULL,NULL
'0513H084','84','20','Haselhorst','13599','Burscheider Weg','38','13524,01','24170,82',13.235167181000000000,52.543955914000000000,'3','Tilia cord. \"Greenspire\"','Stadtlinde','nein','','ja','','','','',NULL,NULL,5192,0,3,NULL,NULL
'0513H085','85','37','Haselhorst','13599','Burscheider Weg','16','13656,01','24226,73',13.237108390000000000,52.544464756000000000,'3','Tilia cord. \"Greenspire\"','Stadtlinde','nein','','ja','','','','',NULL,NULL,5193,0,3,'GESPENDET','2013-09-21 00:00:00'
'0513H086','86','11','Spandau','13585','Eckschanze','7','10930,55','25140,02',13.196855119000000000,52.552532852000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5194,0,3,NULL,NULL
'0513H087','87','13','Spandau','13585','Eckschanze','8','10914,64','25156,92',13.196619080000000000,52.552683868000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5195,0,3,NULL,NULL
'0513H088','88','14','Spandau','13585','Eckschanze','8','10909,38','25164,36',13.196540880000000000,52.552750445000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5196,0,3,NULL,NULL
'0513H089','89','19','Spandau','13585','Eckschanze','11','10901,44','25158,54',13.196424334000000000,52.552697719000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5197,0,3,NULL,NULL
'0513H090','90','19a','Spandau','13585','Eckschanze','12','10910,17','25149,55',13.196553827000000000,52.552617400000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5198,0,3,NULL,NULL
'0513H091','91','22','Spandau','13585','Eckschanze','14','10936,49','25119',13.196944536000000000,52.552344279000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5199,0,3,NULL,NULL
'0513H092','92','','Spandau','13585','Eckschanze','17','10964,94','25090,11',13.197366495000000000,52.552086187000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5200,0,3,NULL,NULL
'0513H093','93','27','Spandau','13585','Eckschanze','18','10981,61','25069,38',13.197614069000000000,52.551900792000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5201,0,3,NULL,NULL
'0513H094','94','29','Spandau','13585','Eckschanze','20','11000,93','25048,48',13.197900723000000000,52.551714011000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5202,0,3,NULL,NULL
'0513H095','95','22','Wilhelmstadt','13595','Földerichstraße','42','10723','21680',13.194100900000000000,52.521428976000000000,'2','Acer pl. \"Emerald Qu.\"','Kegelförmiger Spitzahorn','nein','ja','','','ja','','',NULL,NULL,5203,0,3,'GESPENDET',NULL
'0513H096','96','7','Hakenfelde','13589','Fürstenweg','6','10854','25537',13.195691627000000000,52.556096117000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5204,0,3,NULL,NULL
'0513H097','97','14','Hakenfelde','13589','Fürstenweg','12','10847','25636',13.195579702000000000,52.556985381000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5205,0,3,NULL,NULL
'0513H098','98','15','Hakenfelde','13589','Fürstenweg','14','10845','25650',13.195548981000000000,52.557111081000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5206,0,3,NULL,NULL
'0513H099','99','17','Hakenfelde','13589','Fürstenweg','16','10843','25684',13.195516498000000000,52.557416507000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5207,0,3,NULL,NULL
'0513H100','100','31','Hakenfelde','13589','Fürstenweg','13','10837','25674',13.195428914000000000,52.557326322000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5208,0,3,NULL,NULL
'0513H101','101','32','Hakenfelde','13589','Fürstenweg','13','10838','25659',13.195444979000000000,52.557191582000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5209,0,3,NULL,NULL
'0513H102','102','37','Hakenfelde','13589','Fürstenweg','9','10842','25595',13.195509593000000000,52.556616676000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5210,0,3,NULL,NULL
'0513H103','103','25','Spandau','13583','Germersheimer Platz','7','10230,73','24231,91',13.186619543000000000,52.544334443000000000,'2','Betula pendula','Sandbirke','nein','','ja','','','','',NULL,NULL,5211,0,3,'GESPENDET',NULL
'0513H104','104','27','Spandau','13583','Germersheimer Platz','8','10214,32','24234,03',13.186377471000000000,52.544352595000000000,'2','Betula pendula','Sandbirke','nein','','ja','','','','',NULL,NULL,5212,0,3,'GESPENDET',NULL
'0513H105','105','28','Spandau','13583','Germersheimer Platz','8','10205,59','24235,09',13.186248697000000000,52.544361642000000000,'2','Betula pendula','Sandbirke','nein','','ja','','','','',NULL,NULL,5213,0,3,'GESPENDET',NULL
'0513H106','106','5','Spandau','13583','Germersheimer Platz','10','10283,64','24280,33',13.187395088000000000,52.544772454000000000,'2','Betula pendula','Sandbirke','nein','','ja','','','','',NULL,NULL,5214,0,3,'GESPENDET',NULL
'0513H107','107','23','Spandau','13585','Glöwener Straße','7','10865,11','25047,28',13.195898520000000000,52.551695960000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5215,0,3,NULL,NULL
'0513H108','108','6','Spandau','13585','Glöwener Straße','nb. 10, 39','10887,86','25029,29',13.196235490000000000,52.551535517000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5216,0,3,NULL,NULL
'0513H109','109','14','Spandau','13585','Glöwener Straße','27','10971,47','25003,62',13.197470345000000000,52.551309313000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5217,0,3,NULL,NULL
'0513H110','110','','Spandau','13585','Glöwener Straße','27','10965,65','25006',13.197384336000000000,52.551330390000000000,'2,5','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5218,0,3,NULL,NULL
'0513H111','111','2','Wilhelmstadt','13581','Johannastraße','2','9786','22216',13.180248004000000000,52.526194384000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','ja','','',NULL,NULL,5219,0,3,NULL,NULL
'0513H112','112','4','Wilhelmstadt','13581','Johannastraße','4','9777','22240',13.180113213000000000,52.526409555000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','','','',NULL,NULL,5220,0,3,NULL,NULL
'0513H113','113','7','Wilhelmstadt','13581','Johannastraße','10','9758','22292',13.179828529000000000,52.526875785000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','','','',NULL,NULL,5221,0,3,NULL,NULL
'0513H114','114','8','Wilhelmstadt','13581','Johannastraße','12','9752','22307',13.179738757000000000,52.527010246000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','','','',NULL,NULL,5222,0,3,NULL,NULL
'0513H115','115','10','Wilhelmstadt','13581','Johannastraße','14','9746','22323',13.179648893000000000,52.527153693000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','','','',NULL,NULL,5223,0,3,NULL,NULL
'0513H116','116','11','Wilhelmstadt','13581','Johannastraße','14','9743','22331',13.179603961000000000,52.527225416000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','','','',NULL,NULL,5224,0,3,NULL,NULL
'0513H117','117','14','Wilhelmstadt','13581','Johannastraße','18','9734','22356',13.179469072000000000,52.527449572000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','','','',NULL,NULL,5225,0,3,NULL,NULL
'0513H118','118','17','Wilhelmstadt','13581','Johannastraße','22','9720','22393',13.179259415000000000,52.527781285000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','','','',NULL,NULL,5226,0,3,NULL,NULL
'0513H119','119','30','Wilhelmstadt','13581','Johannastraße','11','9743','22307',13.179606150000000000,52.527009745000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','ja','','',NULL,NULL,5227,0,3,NULL,NULL
'0513H120','120','32','Wilhelmstadt','13581','Johannastraße','9','9749','22291',13.179696014000000000,52.526866298000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','ja','','',NULL,NULL,5228,0,3,NULL,NULL
'0513H121','121','38','Wilhelmstadt','13581','Johannastraße','3','9772','22227',13.180040729000000000,52.526292455000000000,'','Acer campestre\"Elsrijk\"','Feldahorn','nein','ja','','','','','',NULL,NULL,5229,0,3,NULL,NULL
'0513H122','122','11','Hakenfelde','13589','Kronprinzenstraße','8','10883','25766',13.196099057000000000,52.558155525000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5230,0,3,NULL,NULL
'0513H123','123','12','Hakenfelde','13589','Kronprinzenstraße','8','10876','25766',13.195995846000000000,52.558155150000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5231,0,3,NULL,NULL
'0513H124','124','13','Hakenfelde','13589','Kronprinzenstraße','10','10868','25765',13.195877978000000000,52.558145735000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5232,0,3,NULL,NULL
'0513H125','125','14','Hakenfelde','13589','Kronprinzenstraße','10','10855','25765',13.195686299000000000,52.558145037000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5233,0,3,NULL,NULL
'0513H126','126','15','Hakenfelde','13589','Kronprinzenstraße','12','10825','25765',13.195243963000000000,52.558143427000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5234,0,3,NULL,NULL
'0513H127','127','17','Hakenfelde','13589','Kronprinzenstraße','14','10800','25764',13.194875438000000000,52.558133097000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5235,0,3,NULL,NULL
'0513H128','128','oN','Hakenfelde','13589','Kronprinzenstraße','20','10784','25762',13.194639702000000000,52.558114264000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5236,0,3,NULL,NULL
'0513H129','129','','Hakenfelde','13589','Kronprinzenstraße','9','10864','25756',13.195819792000000000,52.558064644000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5237,0,3,NULL,NULL
'0513H130','130','oN','Hakenfelde','13589','Kronprinzenstraße','7b','10881','25758',13.196070272000000000,52.558083528000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5238,0,3,NULL,NULL
'0513H131','131','106','Hakenfelde','13589','Kronprinzenstraße','7a','10897','25758',13.196306184000000000,52.558084386000000000,'2','Corylus colurna','Türkische Hasel','nein','ja','','','','','',NULL,NULL,5239,0,3,NULL,NULL
'0513H132','132','10','Wilhelmstadt','13595','Melanchthonstraße','28','10427','21548',13.189751929000000000,52.520226769000000000,'2','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','ja','','',NULL,NULL,5240,0,3,'GESPENDET','2013-08-20 00:00:00'
'0513H133','133','11','Wilhelmstadt','13595','Melanchthonstraße','28','10428','21540',13.189767374000000000,52.520154933000000000,'2','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','ja','','',NULL,NULL,5241,0,3,NULL,NULL
'0513H134','134','20','Wilhelmstadt','13595','Melanchthonstraße','8','10428','21468',13.189773791000000000,52.519507919000000000,'2','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','ja','','',NULL,NULL,5242,0,3,NULL,NULL
'0513H135','135','21','Wilhelmstadt','13595','Melanchthonstraße','9','10428','21456',13.189774860000000000,52.519400083000000000,'2','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','ja','','ja','','','','',NULL,NULL,5243,0,3,NULL,NULL
'0513H136','136','24','Wilhelmstadt','13595','Melanchthonstraße','61','10439','21484',13.189934413000000000,52.519652298000000000,'2','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','','ja','','ja','','',NULL,NULL,5244,0,3,NULL,NULL
'0513H137','137','39','Wilhelmstadt','13581','Seeburger Straße','74','10344','22513',13.188442914000000000,52.528894029000000000,'2','Tilia cord. \"Rancho\"','Stadtlinde','nein','ja','','','ja','','',NULL,NULL,5245,0,3,NULL,NULL
'0513H138','138','91','Wilhelmstadt','13581','Seeburger Straße','21','10258','22368',13.187188733000000000,52.527586319000000000,'2','Tilia cord. \"Rancho\"','Stadtlinde','nein','ja','','','','','',NULL,NULL,5246,0,3,'GESPENDET',NULL
'0513H139','139','zw. 102/103','Wilhelmstadt','13581','Seeburger Straße','27','10059','22297',13.184263022000000000,52.526937372000000000,'2','Tilia cord. \"Rancho\"','Stadtlinde','nein','ja','','','','','',NULL,NULL,5247,0,3,'GESPENDET',NULL
'0513H140','140','zw. 102/103','Wilhelmstadt','13581','Seeburger Straße','27','10074','22303',13.184483491000000000,52.526992116000000000,'2','Tilia cord. \"Rancho\"','Stadtlinde','nein','ja','','','','','',NULL,NULL,5248,0,3,'GESPENDET',NULL
'0513H141','141','ALK 116','Wilhelmstadt','13581','Seeburger Straße','40','9816','22208',13.180690747000000000,52.526124159000000000,'2','Tilia cord. \"Rancho\"','Stadtlinde','nein','ja','','','','','',NULL,NULL,5249,0,3,'GESPENDET',NULL
'0513H142','142','10(MI)','Kladow','14089','Seekorso','37','5974','15699',13.124750208000000000,52.467405824000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5250,0,3,NULL,NULL
'0513H143','143','11(Mi)','Kladow','14089','Seekorso','37','5971','15697',13.124706270000000000,52.467387665000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5251,0,3,NULL,NULL
'0513H144','144','12(MI)','Kladow','14089','Seekorso','37','5966','15693',13.124633109000000000,52.467351407000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5252,0,3,NULL,NULL
'0513H145','145','13(MI)','Kladow','14089','Seekorso','37','5962','15692',13.124574355000000000,52.467342171000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5253,0,3,NULL,NULL
'0513H146','146','17(MI)','Kladow','14089','Seekorso','34','5941','15682',13.124266382000000000,52.467250997000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5254,0,3,NULL,NULL
'0513H147','147','19(MI)','Kladow','14089','Seekorso','33','5925','15676',13.124031572000000000,52.467196079000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5255,0,3,NULL,NULL
'0513H148','148','143(MI)','Kladow','14089','Seekorso','2','6058','15730',13.125983032000000000,52.467689637000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5256,0,3,NULL,NULL
'0513H149','149','149(MI)','Kladow','14089','Seekorso','3','6029','15712',13.125558157000000000,52.467526077000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5257,0,3,NULL,NULL
'0513H150','150','150(MI)','Kladow','14089','Seekorso','4','6024','15712',13.125484586000000000,52.467525765000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5258,0,3,NULL,NULL
'0513H151','151','166 (MI)','Kladow','14089','Seekorso','8','5940','15665',13.124253407000000000,52.467098167000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5259,0,3,NULL,NULL
'0513H152','152','167 (Mi)','Kladow','14089','Seekorso','8','5944','15667',13.124312059000000000,52.467116389000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5260,0,3,NULL,NULL
'0513H153','153','170 (Mi)','Kladow','14089','Seekorso','9','5926','15658',13.124048128000000000,52.467034388000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5261,0,3,NULL,NULL
'0513H154','154','177 (Mi)','Kladow','14089','Seekorso','16','5892','15645',13.123549185000000000,52.466915440000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5262,0,3,NULL,NULL
'0513H155','155','192(MI)','Kladow','14089','Seekorso','13','5817','15624',13.122447797000000000,52.466722030000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5263,0,3,NULL,NULL
'0513H156','156','193(MI)','Kladow','14089','Seekorso','13','5812','15622',13.122374433000000000,52.466703744000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5264,0,3,NULL,NULL
'0513H157','157','194A(MI)','Kladow','14089','Seekorso','14','5799','15619',13.122183461000000000,52.466675969000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5265,0,3,NULL,NULL
'0513H158','158','194 B(MI)','Kladow','14089','Seekorso','14','5793','15620',13.122095075000000000,52.466684579000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5266,0,3,NULL,NULL
'0513H159','159','205(MI)','Kladow','14089','Seekorso','15','5764','15612',13.121669196000000000,52.466610868000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5267,0,3,NULL,NULL
'0513H160','160','209(MI)','Kladow','14089','Seekorso','16','5747','15608',13.121419473000000000,52.466573855000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5268,0,3,NULL,NULL
'0513H161','161','210(MI)','Kladow','14089','Seekorso','16','5742','15609',13.121345801000000000,52.466582527000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5269,0,3,NULL,NULL
'0513H162','162','219(MI)','Kladow','14089','Seekorso','18','5698','15604',13.120698908000000000,52.466534829000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5270,0,3,NULL,NULL
'0513H163','163','240(MI)','Kladow','14089','Seekorso','45','5643','15611',13.119888927000000000,52.466594270000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5271,0,3,NULL,NULL
'0513H164','164','243(MI)','Kladow','14089','Seekorso','45','5660','15612',13.120138959000000000,52.466604327000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5272,0,3,NULL,NULL
'0513H165','165','245(MI)','Kladow','14089','Seekorso','45','5669','15611',13.120271486000000000,52.466595908000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5273,0,3,NULL,NULL
'0513H166','166','255(MI)','Kladow','14089','Seekorso','19','5669','15603',13.120272311000000000,52.466524017000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5274,0,3,NULL,NULL
'0513H167','167','261(MI)','Kladow','14089','Seekorso','25','5739','15617',13.121300836000000000,52.466654229000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5275,0,3,NULL,NULL
'0513H168','168','265(MI)','Kladow','14089','Seekorso','25','5764','15621',13.121668271000000000,52.466691745000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5276,0,3,NULL,NULL
'0513H169','169','278(MI)','Kladow','14089','Seekorso','29','5839','15637',13.122770168000000000,52.466840231000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5277,0,3,NULL,NULL
'0513H170','170','297(MI)','Kladow','14089','Seekorso','33','5950','15678',13.124399218000000000,52.467215614000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5278,0,3,NULL,NULL
'0513H171','171','298(MI)','Kladow','14089','Seekorso','33','5946','15676',13.124340566000000000,52.467197391000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5279,0,3,NULL,NULL
'0513H172','172','310(MI)','Kladow','14089','Seekorso','37','6020','15715',13.125425424000000000,52.467552475000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5280,0,3,NULL,NULL
'0513H173','173','311(MI)','Kladow','14089','Seekorso','37','6026','15718',13.125513402000000000,52.467579807000000000,'','Betula pendula','Sandbirke','nein','ja','','','','','Mittelstreifen',NULL,NULL,5281,0,3,NULL,NULL
'0513H174','174','24(zwALK 24 u.25)','Staaken','13591','Am Heideberg','Ungewweg','7454','24121',13.145701905000000000,52.543178605000000000,'','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5282,0,3,NULL,NULL
