'schluessel','lfdnr','baumnr','ortsteil','plz','strasse','hausnr','xkoord','ykoord','l_geogr','b_geogr','bsgroesse','baumartbot','baumartdt','buegel','buegelerf','bsmulch','bssplitt','bserw','bsfraesen','material','bemerk','status','id','version','pflanzp','spendenstatus','reserviert_bis'
'0814H027','27','65','Neukölln','12055','Thiemannstraße','Sportplatz','28148.32','16698.36',13.451000581017600000,52.477321710483900000,'4,00x1,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','','','','','','','4,00',NULL,8809,0,5,NULL,NULL
'0814H028','28','69','Neukölln','12055','Thiemannstraße','ggü.14','28083.24','16608.48',13.450045995556400000,52.476512564413800000,'4,00x1,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','vergrössern 4x1','1','','','','','4,00',NULL,8810,0,5,NULL,NULL
'0814H029','29','76','Neukölln','12059','Thiemannstraße','ggü. 1','28277.39','16856.99',13.452894564418300000,52.478750068801800000,'4,00x1,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','vergrössern 4x1','','','','','','4,00',NULL,8811,0,5,NULL,NULL
'0814H030','30','82','Neukölln','12059','Thiemannstraße','ggü. 1','28273.15','16851.53',13.452832353219800000,52.478700910011700000,'4,00x1,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','','','','','','','4,00',NULL,8812,0,5,NULL,NULL
'0814H031','31','90','Neukölln','12059','Thiemannstraße','38','28327.60','16918.60',13.453631386556600000,52.479304819640400000,'4,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','vergrössern 4x2','','','','','','8,00',NULL,8813,0,5,NULL,NULL
'0814H032','32','91','Neukölln','12059','Thiemannstraße','38','28320.54','16910.31',13.453527768092100000,52.479230168245600000,'4,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','','','','','','','8,00',NULL,8814,0,5,NULL,NULL
'0814H033','33','21','Neukölln','12059','Roseggerstraße','17','27853.91','17016.31',13.446655840833800000,52.480172466070000000,'4,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','','','','','','','8,00',NULL,8815,0,5,NULL,NULL
'0814H034','34','43','Neukölln','12059','Roseggerstraße','ggü. 25','27994.90','17207.52',13.448724073139800000,52.481893941222300000,'4,00x1,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','','','','','','','4,00',NULL,8816,0,5,NULL,NULL
'0814H035','35','57','Neukölln','12059','Roseggerstraße','35','27880.53','17067.43',13.447045775412000000,52.480632458009600000,'4,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','','','','','','','8,00',NULL,8817,0,5,NULL,NULL
'0814H036','36','63','Neukölln','12059','Roseggerstraße','39','27801.34','16968.90',13.445883831731200000,52.479745228350100000,'4,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','','3','','','','','8,00',NULL,8818,0,5,NULL,NULL
'0814H037','37','72','Neukölln','12043','Roseggerstraße','44','27709.44','16862.51',13.444535158533500000,52.478787063872900000,'4,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','2m. nach rechts vers.','','','','','','8,00',NULL,8819,0,5,NULL,NULL
'0814H038','38','6','Neukölln','12043','Treptower Straße','6','27880.84','16688.22',13.447064256753300000,52.477224657835200000,'4,00x2,00','Sophora japonica','Japanischer Schnurbaum','','','3','','','','','8,00',NULL,8820,0,5,NULL,NULL
'0814H039','39','28','Neukölln','12059','Treptower Straße','22','28179.85','17055.58',13.451451839799000000,52.480532593337600000,'4,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','','1','','','','','8,00',NULL,8821,0,5,NULL,NULL
'0814H040','40','136','Neukölln','12043','Treptower Straße','ggü. 6-7','27879.43','16704.23',13.447042917168700000,52.477368501680400000,'4,00x2,00','Sophora japonica','Japanischer Schnurbaum','','','4','','1m. Stamm steht','','','8,00',NULL,8822,0,5,NULL,NULL
'0814H041','41','13','Neukölln','12047','Pannierstraße','9','26818.16','17794.15',13.431379945865800000,52.487138342126900000,'4,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','2m. nach links vers.','','','','','','6,00',NULL,8823,0,5,NULL,NULL
'0814H042','42','59','Neukölln','12047','Pannierstraße','40','26995.12','18121.50',13.433972080752100000,52.490084380041600000,'4,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','','4','','1m. Stamm steht','','','6,00',NULL,8824,0,5,NULL,NULL
'0814H043','43','15','Neukölln','12045','Weichselstraße','12','27015.87','17577.79',13.434298939296700000,52.485198787099800000,'3,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','','4','','1m. Stamm steht','','','4,50',NULL,8825,0,5,NULL,NULL
'0814H044','44','33','Neukölln','12045','Weichselstraße','25','27173.95','17775.17',13.436618265309400000,52.486976329240300000,'3,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','2m. nach rechts vers.','','','','','','4,50',NULL,8826,0,5,NULL,NULL
'0814H045','45','68','Neukölln','12045','Weichselstraße','51','27126.17','17734.57',13.435916481643700000,52.486610339116600000,'3,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','4,50',NULL,8827,0,5,NULL,NULL
'0814H046','46','1','Neukölln','12059','Stuttgarterstraße','1','27673.52','17090.00',13.443997988783800000,52.480830606540000000,'5,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','10,00',NULL,8828,0,5,NULL,NULL
'0814H047','47','26','Neukölln','12059','Stuttgarterstraße','ggü. 41','28001.87','16814.08',13.448840965318300000,52.478358409930100000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','Grünstreifen','','','4,00',NULL,8829,0,5,NULL,NULL
'0814H048','48','28','Neukölln','12059','Stuttgarterstraße','ggü. 40','28023.74','16795.38',13.449163527821300000,52.478190845369300000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','Grünstreifen','','','4,00',NULL,8830,0,5,NULL,NULL
'0814H049','49','37','Neukölln','12059','Stuttgarterstraße','ggü. 35','28101.00','16732.62',13.450302903560200000,52.477628552114700000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','Grünstreifen','','','4,00',NULL,8831,0,5,NULL,NULL
'0814H050','50','58','Neukölln','12059','Stuttgarterstraße','48','27888.80','16920.31',13.447172896817600000,52.479310535500100000,'3,00x1,00','Tilia cordata \'Greenspire\'','Winterlinde','','','4','','','','','3,00',NULL,8832,0,5,NULL,NULL
'0814H051','51','11','Neukölln','12059','Werrastraße','7a','27929.06','17167.88',13.447756407262700000,52.481536246819400000,'4,00x1,00','Fraxinus excelsior','Gemeine Esche','','3m. nach rechts vers.','','','Grünstreifen','','','4,00',NULL,8833,0,5,NULL,NULL
'0814H052','52','17','Neukölln','12059','Werrastraße','10','27989.91','17114.96',13.448653991634800000,52.481062031349500000,'','Fraxinus excelsior','Gemeine Esche','','','4','','1m. Stamm steht, Grünstreifen','','','5,00',NULL,8834,0,5,NULL,NULL
'0814H053','53','26','Neukölln','12059','Werrastraße','12a','28066.58','17052.91',13.449784738378700000,52.480506110807500000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','4','','1m. Stamm steht','','','5,00',NULL,8835,0,5,NULL,NULL
'0814H054','54','29','Neukölln','12059','Werrastraße','13','28080.86','17041.44',13.449995336802100000,52.480403349557700000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','','','Grünstreifen','','','5,00',NULL,8836,0,5,NULL,NULL
'0814H055','55','30','Neukölln','12059','Werrastraße','14','28095.33','17029.27',13.450208756044600000,52.480294301497100000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','','','Grünstreifen','','','5,00',NULL,8837,0,5,NULL,NULL
'0814H056','56','46','Neukölln','12059','Werrastraße','39','28115.25','17024.29',13.450502132168800000,52.480249986503800000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','4','','1m. Stamm steht','','','5,00',NULL,8838,0,5,NULL,NULL
'0814H057','57','50','Neukölln','12059','Werrastraße','41','28072.03','17060.45',13.449864683314400000,52.480573989998100000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','','','Sträucher roden','','','5,00',NULL,8839,0,5,NULL,NULL
'0814H058','58','51','Neukölln','12059','Werrastraße','43','28031.81','17094.14',13.449271471390300000,52.480875859559300000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','','','Sträucher roden','','','5,00',NULL,8840,0,5,NULL,NULL
'0814H059','59','52','Neukölln','12059','Werrastraße','43','28025.29','17099.41',13.449175312931100000,52.480923074547000000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','','','Sträucher roden','','','5,00',NULL,8841,0,5,NULL,NULL
'0814H060','60','59','Neukölln','12059','Werrastraße','ggü. 7a','27928.18','17180.58',13.447742990019100000,52.481650356896900000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','','','Grünstreifen','','','5,00',NULL,8842,0,5,NULL,NULL
'0814H061','61','60','Neukölln','12059','Werrastraße','ggü. 7a','27934.70','17174.94',13.447839165122100000,52.481599818042800000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','','','Grünstreifen','','','5,00',NULL,8843,0,5,NULL,NULL
'0814H062','62','65','Neukölln','12059','Werrastraße','ggü. 6','27896.96','17206.51',13.447282506985400000,52.481882681313000000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','','','Grünstreifen','','','5,00',NULL,8844,0,5,NULL,NULL
'0814H063','63','68','Neukölln','12059','Werrastraße','ggü. 6','27891.49','17210.74',13.447201837568100000,52.481920572131100000,'','Sophora japonica \'Princeton Upright\'','Japanischer Schnurbaum','','','4','','Grünstreifen','','','5,00',NULL,8845,0,5,NULL,NULL
'0814H064','63','20','Neukölln','12045','Sonnenallee','42','26822.80','17615.16',13.431455391912100000,52.485529947769700000,'5,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','10,00',NULL,8846,0,5,'RESERVIERT','2014-05-26 00:00:00'
'0814H065','64','69','Neukölln','12043','Sonnenallee','116','27489.21','17106.87',13.441284511019200000,52.480977978471800000,'4,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','8,00',NULL,8847,0,5,NULL,NULL
'0814H066','65','119','Neukölln','12059','Sonnenallee','191','28260.59','16509.11',13.452659669769900000,52.475623445311300000,'4,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','8,00',NULL,8848,0,5,NULL,NULL
'0814H067','66','162','Neukölln','12055','Sonnenallee','260','28935.93','15982.31',13.462616421931800000,52.470903544003200000,'6,00x2,00','Aesculus hippocastanum','Rosskastanie','','','','','','','','12,00',NULL,8849,0,5,'RESERVIERT','2014-05-28 00:00:00'
'0814H068','67','176','Neukölln','12057','Sonnenallee','296','29316.49','15633.94',13.468227867857200000,52.467780533577900000,'5,00x2,00','Aesculus hippocastanum','Rosskastanie','','2m. nach rechts vers.','4','','1m. Stamm steht','','','10,00',NULL,8850,0,5,NULL,NULL
'0814H069','68','204','Neukölln','12057','Sonnenallee','332','29633.91','15283.89',13.472909560747400000,52.464640949127500000,'2,00x2,00','Aesculus hippocastanum','Rosskastanie','','','4','','1m. Stamm steht','','','4,00',NULL,8851,0,5,NULL,NULL
'0814H070','69','266','Neukölln','12057','Sonnenallee','Ecke Michael','29668.79','15281.73',13.473422835460200000,52.464622206271100000,'','Aesculus hippocastanum','Rosskastanie','','','','','Grünanlage','','','5,00',NULL,8852,0,5,NULL,NULL
'0814H071','70','267','Neukölln','12057','Sonnenallee','Ecke Michael','29674.61','15281.73',13.473508468025800000,52.464622317559400000,'','Aesculus hippocastanum','Rosskastanie','','','4','','','','','5,00',NULL,8853,0,5,NULL,NULL
'0814H072','71','271','Neukölln','12057','Sonnenallee','Ecke Michael','29667.91','15288.96',13.473409661147100000,52.464687162773200000,'','Aesculus hippocastanum','Rosskastanie','','','4','','','','','5,00',NULL,8854,0,5,NULL,NULL
'0814H073','72','288','Neukölln','12057','Sonnenallee','ggü. 332','29652.60','15300.58',13.473184032686600000,52.464791294336000000,'','Aesculus hippocastanum','Rosskastanie','','','','','','','','5,00',NULL,8855,0,5,NULL,NULL
'0814H074','73','289','Neukölln','12057','Sonnenallee','ggü. 332','29645.37','15307.99',13.473077421106800000,52.464857746709700000,'','Aesculus hippocastanum','Rosskastanie','','','','','','','','5,00',NULL,8856,0,5,NULL,NULL
'0814H075','74','299','Neukölln','12057','Sonnenallee','319','29581.77','15378.32',13.472139416737700000,52.465488553384700000,'','Aesculus hippocastanum','Rosskastanie','','','','','','','','5,00',NULL,8857,0,5,NULL,NULL
'0814H076','75','302','Neukölln','12057','Sonnenallee','315','29558.78','15404.19',13.471800328048100000,52.465720593557600000,'','Aesculus hippocastanum','Rosskastanie','','','','','','','','5,00',NULL,8858,0,5,NULL,NULL
'0814H077','76','303','Neukölln','12057','Sonnenallee','311','29542.38','15423.94',13.471558394654200000,52.465897762205300000,'3,00x3,00','Aesculus hippocastanum','Rosskastanie','','','','','','','','9,00',NULL,8859,0,5,NULL,NULL
'0814H078','77','424','Neukölln','12059','Sonnenallee','ggü. 178','28063.84','16657.89',13.449758690754800000,52.476956164476700000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','Bankbeet abräumen, Sträucher roden','','','5,00',NULL,8860,0,5,NULL,NULL
'0814H079','79','446','Neukölln','12059','Sonnenallee','147','27802.78','16882.81',13.445908206490800000,52.478971604873800000,'5,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','','','','Asphalt und Verbundsteine endsorgen','','','10,00',NULL,8861,0,5,NULL,NULL
'0814H080','80','496','Neukölln','12045','Sonnenallee','73','27105.27','17451.32',13.435619875907800000,52.484064392379800000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8862,0,5,NULL,NULL
'0814H081','81','30','Neukölln','12059','Weigandufer','ggü. 36-38','28232.54','17082.23',13.452226423037000000,52.480773235612500000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','4','','1m. Stamm steht','','','5,00',NULL,8863,0,5,NULL,NULL
'0814H082','82','42','Neukölln','12059','Weigandufer','ggü. 32-35','28184.21','17122.44',13.451513620281500000,52.481133532417900000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8864,0,5,NULL,NULL
'0814H083','83','43','Neukölln','12059','Weigandufer','ggü. 32-35','28195.15','17113.60',13.451674962277300000,52.481054329921500000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8865,0,5,NULL,NULL
'0814H084','84','50','Neukölln','12059','Weigandufer','ggü. 26-31','28116.08','17180.31',13.450508731534900000,52.481652093260800000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8866,0,5,NULL,NULL
'0814H085','85','51','Neukölln','12059','Weigandufer','ggü. 26-31','28089.80','17202.89',13.450121097010700000,52.481854432219000000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8867,0,5,NULL,NULL
'0814H086','86','55','Neukölln','12059','Weigandufer','ggü. 26-31','28097.74','17196.19',13.450238209349400000,52.481794396906700000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8868,0,5,NULL,NULL
'0814H087','87','57','Neukölln','12059','Weigandufer','ggü. 26-31','28108.68','17186.84',13.450399574429500000,52.481710612999900000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8869,0,5,NULL,NULL
'0814H088','88','60','Neukölln','12059','Weigandufer','ggü. 26-31','28043.23','17242.05',13.449434203663300000,52.482205319248300000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8870,0,5,NULL,NULL
'0814H089','89','61','Neukölln','12059','Weigandufer','ggü. Sportpl','28034.62','17249.14',13.449307213020000000,52.482268843701700000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8871,0,5,NULL,NULL
'0814H090','90','62','Neukölln','12059','Weigandufer','ggü. Sportpl','28024.74','17257.61',13.449161478312300000,52.482344741386000000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8872,0,5,NULL,NULL
'0814H091','91','63','Neukölln','12059','Weigandufer','ggü. Park','27973.94','17300.29',13.448412177885700000,52.482727161529800000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8873,0,5,NULL,NULL
'0814H092','92','70','Neukölln','12059','Weigandufer','ggü. 21','27941.81','17327.66',13.447938239677400000,52.482972408897100000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8874,0,5,NULL,NULL
'0814H093','93','71','Neukölln','12059','Weigandufer','ggü. 21','27931.22','17336.83',13.447782023752600000,52.483054579647100000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8875,0,5,NULL,NULL
'0814H094','94','72','Neukölln','12059','Weigandufer','ggü. Park','27842.24','17411.80',13.446469509506400000,52.483726310799700000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8876,0,5,NULL,NULL
'0814H095','95','80','Neukölln','12059','Weigandufer','ggü. Park','27757.04','17484.47',13.445212682465100000,52.484377443728100000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8877,0,5,NULL,NULL
'0814H096','96','82','Neukölln','12059','Weigandufer','ggü. Park','27744.17','17495.41',13.445022828929500000,52.484475465437100000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8878,0,5,NULL,NULL
'0814H097','97','88','Neukölln','12059','Weigandufer','ggü. Park','27726.00','17510.93',13.444754787512500000,52.484614525127200000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8879,0,5,NULL,NULL
'0814H098','98','92','Neukölln','12059','Weigandufer','ggü. Park','27714.36','17521.16',13.444583064191300000,52.484706193566600000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8880,0,5,NULL,NULL
'0814H099','99','93','Neukölln','12059','Weigandufer','ggü. Park','27702.72','17530.87',13.444411359526200000,52.484793188730100000,'','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','5,00',NULL,8881,0,5,NULL,NULL
'0814H100','100','107','Neukölln','12045','Weigandufer','ggü. 9','27573.25','17635.10',13.442501610221200000,52.485726900711900000,'','Acer platanoides','Spitzahorn','','','4','','1m. Stamm steht','','','5,00',NULL,8882,0,5,NULL,NULL
